fid;objectid;ccod_cact;iidtn_frt;llib_frt;cdom_frt;cinse_dep;layer;path;area;frt_com;area_ha;CodeINSEE;coordX;coordY;geo_shape
3390;"3905";"8450";F24921M;For�t communale d'Arquian;NON;"58";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"603931";"1";"60";"58012";3.0162286892;47.5427005819;"MultiPolygon (((700616.9 6715547.6, 700625.9 6715546, 700632.9 6715544.5, 700655.4 6715522.9, 700694 6715529.2, 700694.5 6715"
4779;"9090";"8683";F03703K;For�t communale de Brennes;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"117416";"1";"12";"52070";5.2841428569;47.7964992202;"MultiPolygon (((871069.8 6745399.8, 871055.4 6745421.7, 871038 6745448.5, 871028.1 6745467.3, 871019.3 6745487.1, 871011.5 67"
4926;"9152";"8683";F03782L;For�t communale de Breuvannes;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"358280";"1";"36";"52074";5.6104442845;48.0799400245;"MultiPolygon (((897887.7 6777419.9, 897881.8 6777438.7, 897861.5 6777468.6, 897820.2 6777530.4, 897769.655223 6777640.143135,"
5021;"9248";"8683";F03893S;For�t communale de Brethenay;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"1636479";"1";"164";"52072";5.1450739901;48.1552062015;"MultiPolygon (((856666 6785138.5, 856662.7 6785147.7, 856659.3 6785157.2, 856652.2 6785174.3, 856650.1 6785180.3, 856647.5 67"
4708;"8921";"8683";F03512B;For�t communale de Briaucourt;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"1878154";"1";"188";"52075";5.2036383036;48.2006897989;"MultiPolygon (((862432.4 6790677.6, 862401.6 6790649.6, 862411.4 6790636.3, 862574.5 6790456.3, 862565.3 6790446.6, 862587 67"
4676;"8889";"8683";F03477S;For�t communale de Bricon;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"737206";"1";"74";"52076";4.9790413205;48.0919314859;"MultiPolygon (((847620.7 6778212.2, 847665.4 6778227, 847735.5 6778247.9, 847807.4 6778265.1, 847789.8 6778221.2, 847779.1 67"
3320;"3825";"8450";F24834D;For�t communale de Cerisiers;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"2823385";"1";"282";"89066";3.5182625580;48.1040803141;"MultiPolygon (((737417.7 6777875.4, 737288.5 6778007.4, 737322.5 6778014, 737341.7 6778013.3, 737381.4 6778010.1, 737441.6 67"
9212;"1615";"8365";F49445S;For�t communale de Saint Martial D'Artenset;NON;"24";rdf_pub.frt_reg75;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg75.shp;"262678";"1";"26";"24449";0.2094511793;44.9895413662;"MultiPolygon (((479794.7 6435950.3, 479798.7 6435957.6, 479800.9 6435965.2, 479796.7 6435970.4, 479794 6435970.4, 479783.9 64"
3710;"4268";"8450";F25338N;For�t communale de Chamoux;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"2446404";"1";"245";"89071";3.6604649172;47.4582697190;"MultiPolygon (((750877.3 6706273.5, 750908 6706257, 750936 6706225.9, 750947 6706212.9, 750974.3 6706174.4, 750979 6706115.3,"
13117;"13352";"8805";F19142F;For�t communale de Julienas;NON;"69";rdf_pub.frt_reg84;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg84.shp;"152635";"1";"15";"69035";4.6610322608;46.2610332228;"MultiPolygon (((826102.5 6574017.8, 826091.8 6574017.3, 826069.2 6574019.4, 826050.4 6574027.1, 826067.3 6574090.4, 826098.2"
13185;"13434";"8805";F19251K;For�t communale de Chamelet;NON;"69";rdf_pub.frt_reg84;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg84.shp;"107889";"1";"11";"69039";4.4908415983;45.9874147355;"MultiPolygon (((815647.9 6544221, 815656.6 6544208.3, 815656.4 6544186.4, 815655.6 6544170.4, 815655.5 6544169.1, 815683.3 65"
3531;"4065";"8450";F25100J;For�t communale de Saint-Florentin;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"667015";"1";"67";"89076";3.6215180759;48.0710978221;"MultiPolygon (((753369.8 6772946.5, 753404.9 6772859.1, 753451.9 6772743.2, 753482.6 6772667, 753285 6772566.9, 753273.1 6772"
7800;"92";"8320";F09514X;For�t communale de Cherre-Au;NON;"72";rdf_pub.frt_reg52;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg52.shp;"559038";"1";"56";"72080";0.6599823909;48.1602112390;"MultiPolygon (((526379.6 6786596.8, 526375.2 6786594.4, 526374 6786596.4, 526357.3 6786587.1, 526360.4 6786580.2, 526343.3 67"
4680;"8894";"8683";F03482X;For�t communale de Bourmont Entre Meuse Et Mouzon;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"6773602";"1";"677";"52064";5.6238688344;48.2034783174;"MultiPolygon (((893927 6790417.8, 893932.1 6790411.4, 893950.9 6790383.5, 893962.9 6790370.1, 893963.9 6790366, 893963.7 6790"
4755;"8971";"8683";F03570H;For�t communale de Bouzancourt;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"1394455";"1";"139";"52065";4.9266100408;48.3153453505;"MultiPolygon (((841061.1 6802485, 841063.6 6802510, 841065.8 6802532.6, 841067.5 6802551.9, 841066.6 6802557.6, 841063.4 6802"
4686;"8900";"8683";F03489E;For�t communale de Braux-Le-Chatel;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"3266864";"1";"327";"52069";4.9371989059;48.1139087299;"MultiPolygon (((845133 6779487.7, 845137.2 6779503.7, 845142.3 6779517, 845147.8 6779531.2, 845153.3 6779552.4, 845141.7 6779"
3299;"3803";"8450";F24806B;For�t communale de Branches;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"1070848";"1";"107";"89053";3.4891209014;47.8520215501;"MultiPolygon (((737549.8 6749329.5, 737543 6749331.2, 737564.3 6749519.2, 737608 6749956.8, 737782.4 6749610.4, 737805.8 6749"
3432;"3951";"8450";F24974N;For�t communale de Brion;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"3472090";"1";"347";"89059";3.5098205820;48.0429741011;"MultiPolygon (((735024.6 6768713, 735017.7 6768713.8, 735004.3 6768692, 735000 6768685.2, 734994.2 6768651.5, 734989.8 676862"
3292;"3796";"8450";F24799U;For�t communale de Censy;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"471945";"1";"47";"89064";4.0417859005;47.7066534425;"MultiPolygon (((777732.7 6734373.5, 777682.1 6734389.5, 777613.5 6734404.7, 777585.2 6734415.5, 777574.7 6734422.2, 777566.2"
3661;"4217";"8450";F25273A;For�t communale de Chablis;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"1681953";"1";"168";"89068";3.7981101360;47.8086456978;"MultiPolygon (((757864.5 6743353, 757893.3 6743357.6, 757907.6 6743365.4, 757939.2 6743368.6, 757948.1 6743369.4, 757950.5 67"
3341;"3849";"8450";F24861E;For�t communale de Chailley;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"5477687";"1";"548";"89069";3.6600350772;48.0963099022;"MultiPolygon (((751841.7 6768363.3, 751795.9 6768463.6, 751804.8 6768468.5, 751856.4 6768364.5, 751841.7 6768363.3)),((751979"
4907;"9126";"8683";F03746B;For�t communale de Brainville-Sur-Meuse;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"824144";"1";"82";"52063";5.5686184408;48.1920743102;"MultiPolygon (((893959.3 6788633, 893968.6 6788634.5, 893968.9 6788623.7, 894003.7 6788603.7, 894025.7 6788585.1, 894051.9 67"
4694;"8910";"8683";F03501Q;For�t communale de Bourbonne-Les-Bains;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"12777890";"1";"1278";"52060";5.7097614656;47.9386013379;"MultiPolygon (((905462.9 6760654.5, 905473.4 6760673.7, 905466.7 6760680, 905453.7 6760691.8, 905471.1 6760741.9, 905504.2 67"
5054;"9284";"8683";F03940N;For�t communale de Bourdons-Sur-Rognon;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"6957327";"1";"696";"52061";5.3459421561;48.1626174362;"MultiPolygon (((872187.8 6785883.6, 872184.8 6785860.9, 872174.3 6785838.7, 872159.5 6785823.1, 872147.1 6785815, 872138.6 67"
4688;"8903";"8683";F03492H;For�t communale de Brachay;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"2124692";"1";"212";"52066";5.0444777561;48.3890478221;"MultiPolygon (((849691 6810005.3, 849657.9 6810016.3, 849692.5 6810008.5, 849759.7 6810003.7, 849862.1 6810003.1, 849895.9 68"
13114;"13350";"8805";F19139C;For�t sectionale d'Aigueperse;NON;"69";rdf_pub.frt_reg84;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg84.shp;"87554";"1";"9";"69002";4.4064306961;46.2706225091;"MultiPolygon (((808334.9 6575722, 808320.2 6575679.9, 808315.6 6575666.1, 808369.7 6575614.1, 808377.8 6575579.7, 808345.8 65"
3383;"3900";"8450";F24916H;For�t communale de Blannay;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"755858";"1";"76";"89044";3.7569412143;47.5307788919;"MultiPolygon (((757595.3 6713960.2, 757600.7 6713978.6, 757609 6714012.9, 757626.3 6714036, 757634.9 6714046.8, 757658.4 6714"
3337;"3840";"8450";F24849S;For�t communale de Bleigny-Le-Carreau;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"80259";"1";"8";"89045";3.6739267826;47.8149675210;"MultiPolygon (((750632.6 6746303.8, 750630.3 6746269.8, 750630.3 6746266.4, 750634.9 6746212.4, 750632.9 6746212.2, 750625.5"
3371;"3896";"8450";F24912D;For�t communale indivise de Terre-Saint-Jean;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"2455920";"1";"246";"89042";4.1596192116;47.6232012260;"MultiPolygon (((787769.9 6725644.5, 787833.5 6725768.5, 787846.2 6725793.2, 787892.4 6725890.8, 787942.680725 6725849.607176,"
3218;"3711";"8450";F24702B;For�t communale de Blacy;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"1011010";"1";"101";"89043";4.0502582669;47.6025466067;"MultiPolygon (((778431.4 6722791.8, 778366.4 6722814.9, 778339.3 6722825, 778337.5 6722842.1, 778336.7 6722854.1, 778335.5 67"
3277;"3783";"8450";F24785G;For�t communale du Bois D'Arcy;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"584785";"1";"58";"89049";3.7218978725;47.5550152701;"MultiPolygon (((753777.8 6715956.4, 753785.3 6715987, 753815.1 6715930.3, 753884.8 6715790.7, 753907.4 6715774.4, 753921.8 67"
3659;"4211";"8450";F25267U;For�t communale de Brosses;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"1982148";"1";"198";"89057";3.6911570318;47.5311395691;"MultiPolygon (((751317.8 6712944.4, 751305.3 6712833.6, 751193.9 6712828.9, 751179.9 6712823.3, 751160 6712837.8, 751136 6712"
3210;"3781";"8450";F24783E;For�t sectionale de Villarnoux;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"93909";"1";"9";"89058";4.0559658861;47.4344339097;"MultiPolygon (((775461.6 6702878.9, 775466.8 6702888.1, 775469.4 6702891.9, 775470.7 6702894.4, 775476.7 6702906.1, 775483.1"
5053;"9283";"8683";F03939M;For�t communale de Biesles;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"6940782";"1";"694";"52050";5.2803557673;48.1104285366;"MultiPolygon (((868774.9 6778337.2, 868812.7 6778368.9, 868817.2 6778372.2, 868868.8 6778410.2, 868962 6778167.4, 868971.3 67"
4979;"9210";"8683";F03847Y;For�t communale de Bl�court;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"1125023";"1";"113";"52055";5.0895841063;48.3804107010;"MultiPolygon (((854055.5 6809717.6, 854102.5 6809762.7, 854105.5 6809767.2, 854127.2 6809787.7, 854140.3 6809798.9, 854146 68"
5058;"9291";"8683";F03951Y;For�t communale de Blumeray;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"1208991";"1";"121";"52057";4.8557709961;48.3494456263;"MultiPolygon (((838190.6 6806036.3, 838193.8 6806012.1, 838194.6 6805971.8, 838199.1 6805949.3, 838202.3 6805926.2, 838218.7"
4984;"9214";"8683";F03852D;For�t communale de Bologne;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"5776635";"1";"578";"52058";5.1586973007;48.2080027034;"MultiPolygon (((850828.2 6782762.6, 850824 6782766.2, 850815.8 6782773.7, 850807.9 6782781.8, 850804.5 6782786.1, 850801.1 67"
3269;"3766";"8450";F24765M;For�t communale de Bessy-Sur-Cure;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"2226624";"1";"223";"89040";3.7325652515;47.6098078022;"MultiPolygon (((754970 6723652, 754948.7 6723671.6, 754918.5 6723698, 754912.5 6723703.4, 754912.2 6723715.8, 754913.4 672372"
2246;"3156";"8425";F08167C;For�t communale de Saint-Dizier-L'Ev�que;NON;"90";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"2805899";"1";"281";"90090";6.9624679345;47.4665322333;"MultiPolygon (((996493.4 6713678.7, 996494.8 6713685.9, 996502.7 6713719.1, 996503 6713720.7, 996506.8 6713740, 996509.2 6713"
4782;"9091";"8683";F03704L;For�t sectionale de Baudrecourt;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"471914";"1";"47";"52039";4.9710900803;48.3840694134;"MultiPolygon (((846367.2 6810973.1, 846365.4 6810935.9, 846366.9 6810872.2, 846363.8 6810844.7, 846363.4 6810841, 846364.2 68"
1975;"2880";"8425";F07861I;For�t communale d'Evette-Salbert;NON;"90";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"1138432";"1";"114";"90093";6.8380574180;47.6918089059;"MultiPolygon (((988198.9 6738447.6, 988201.9 6738400.5, 988202 6738391.5, 988202 6738389.2, 988204.8 6738169.6, 988204.8 6738"
3211;"3782";"8450";F24784F;For�t communale de Bazarnes;NON;"89";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"1591529";"1";"159";"89030";3.6223238654;47.6565190484;"MultiPolygon (((745934.6 6728238.9, 746087.2 6728350.2, 746169.1 6728410.8, 746234.4 6728459, 746209 6728482.3, 746282.6 6728"
2115;"3032";"8425";F08030V;For�t communale de Sevenans;NON;"90";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"282353";"1";"28";"90094";6.8731239784;47.5896463903;"MultiPolygon (((991043.9 6727619.7, 991026.5 6727652.9, 991018.6 6727666.4, 991017.6 6727668, 991016.9 6727669.3, 991000.8 67"
2034;"2931";"8425";F07916L;For�t communale de Trevenans;NON;"90";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"495940";"1";"50";"90097";6.8768732885;47.5618294402;"MultiPolygon (((991422.3 6724198.5, 991422.9 6724198.7, 991425.1 6724195.9, 991425.5 6724195.4, 991427 6724193.3, 991429.8 67"
1973;"2879";"8425";F07858F;For�t communale de Urcerey;NON;"90";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"560539";"1";"56";"90098";6.8028232967;47.6089832937;"MultiPolygon (((985536.5 6729521, 985484.2 6729488.1, 985456.6 6729470.7, 985454.8 6729469.5, 985461.9 6729450.9, 985480.6 67"
2196;"3114";"8425";F08120H;For�t communale de Valdoie;NON;"90";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"471300";"1";"47";"90099";6.8542129985;47.6723267304;"MultiPolygon (((988628.2 6736580.4, 988628.7 6736582.1, 988629.4 6736583.5, 988630.3 6736584.9, 988633.2 6736588.5, 988634.4"
4704;"8918";"8683";F03509Y;For�t communale de Bay-Sur-Aube;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"2388523";"1";"239";"52040";5.0574538215;47.8242762533;"MultiPolygon (((853479.5 6747993.7, 853448.1 6748005.8, 853378.1 6748023.2, 853386.1 6747978.7, 853371.1 6747934, 853333 6747"
8677;"368";"8330";F09781E;For�t sectionale de Pol�on;NON;"17";rdf_pub.frt_reg75;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg75.shp;"754588";"1";"75";"17338";-0.7467724314;46.1750268654;"MultiPolygon (((413622.7 6569934, 413614.4 6569916, 413609.9 6569905.9, 413578.5 6569837.2, 413559 6569796.5, 413544.6 656976"
4665;"8878";"8683";F03464F;For�t communale de Roches-Bettaincourt;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"25506748";"1";"2551";"52044";5.2530458813;48.2922162963;"MultiPolygon (((867627.7 6801306.8, 867645.2 6801316.6, 867665.9 6801315.8, 867672.4 6801373.3, 867686.6 6801371.5, 867695.3"
4721;"8934";"8683";F03527Q;For�t communale de Bettancourt-La-Ferre;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"1156957";"1";"116";"52045";4.9693115208;48.6619679959;"MultiPolygon (((846953.6 6840796.5, 846954.3 6840799, 846955.7 6840803.7, 846925.4 6840811.2, 846915.2 6840814.3, 846907.3 68"
4738;"8955";"8683";F03551O;For�t communale de Chanoy;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"227281";"1";"23";"52042";5.2636355689;47.9264470002;"MultiPolygon (((866108.8 6759496.2, 866087.3 6759492.3, 866070.2 6759489.3, 866061.5 6759488.1, 866076.6 6759534.5, 866096.5"
5014;"9244";"8683";F03888N;For�t communale de Belmont;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"284299";"1";"28";"52043";5.5639228128;47.7199902855;"MultiPolygon (((891022.5 6738531, 891021.9 6738521.4, 891116.5 6738520.1, 891129.3 6738520.5, 891140.7 6738518.5, 891156.3 67"
4675;"8888";"8683";F03476R;For�t communale de Beurville;NON;"52";rdf_pub.frt_reg44;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg44.shp;"3261652";"1";"326";"52047";4.8520731737;48.3168661846;"MultiPolygon (((835907.1 6802320.3, 835890.6 6802362.7, 835875.9 6802408.2, 835874.3 6802434, 835877.3 6802454.7, 835879.8 68"
11099;"11739";"8765";F49613E;For�t communale de Valergues;NON;"34";rdf_pub.frt_reg76;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg76.shp;"264911";"1";"26";"34321";4.0555110919;43.6802894372;"MultiPolygon (((785852.7 6287046.1, 785842.3 6287063.8, 785903.3 6287084.5, 785925.9 6287092.5, 785936.8 6287071.6, 785966.1"
8128;"526";"8345";F00092N;For�t sectionale d'Engaudeix;NON;"23";rdf_pub.frt_reg75;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg75.shp;"346837";"1";"35";"23142";2.2798159886;45.9158610908;"MultiPolygon (((644532.8 6533807.8, 644529.2 6533791.5, 644530.5 6533781.8, 644536.8 6533764.2, 644541 6533753.3, 644550.6 65"
9748;"11595";"8765";F15673U;For�t communale de V�lieux;NON;"34";rdf_pub.frt_reg76;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg76.shp;"3920902";"1";"392";"34326";2.7448021066;43.3927003114;"MultiPolygon (((679127.9 6253726.2, 679126.6 6253718.4, 679122.5 6253646, 679121.3 6253637.7, 679116.1 6253631.9, 679115.2 62"
10507;"12201";"8775";F17863A;For�t communale de Roquefort;NON;"12";rdf_pub.frt_reg76;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg76.shp;"915994";"1";"92";"12203";2.9963408751;43.9761464346;"MultiPolygon (((699057.6 6319586.5, 699058.2 6319587.2, 699061 6319585.5, 699063.4 6319588.6, 699066.5 6319586.6, 699076.2 63"
9838;"11695";"8765";F15781Y;For�t communale de Vacqui�res;NON;"34";rdf_pub.frt_reg76;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg76.shp;"507603";"1";"51";"34318";3.9489864061;43.8072662081;"MultiPolygon (((776303.8 6301828.7, 776298.1 6301864.9, 776292.9 6301894.3, 776264.1 6301925.8, 776252 6301945.1, 776229.3 63"
10415;"12094";"8775";F17737E;For�t communale de Saint-Beaulize;NON;"12";rdf_pub.frt_reg76;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg76.shp;"607481";"1";"61";"12212";3.1223068441;43.9207196559;"MultiPolygon (((709746 6313331.7, 709562.2 6313416.7, 709502.3 6313453.2, 709488.5 6313441.4, 709473.6 6313428.9, 709295.6 63"
1379;"2182";"8415";F07104F;For�t communale d'Ecleux;NON;"39";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"1455482";"1";"146";"39206";5.7388310598;46.9863488798;"MultiPolygon (((908008.3 6657119.2, 908013.5 6657104.8, 908013.7 6657104.2, 908010.9 6657101.5, 907995.9 6657097, 907989.4 66"
1053;"1871";"8415";F06724P;For�t communale de Val-D'Epy-Balme-D'Epy;NON;"39";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"353330";"1";"35";"39209";5.3983739924;46.3936182063;"MultiPolygon (((884353.1 6587661.1, 884375.5 6587719.5, 884489.7 6587677.1, 884634.8 6587648, 884612 6587587.3, 884601 658755"
11125;"12277";"8775";F98892N;For�t sectionale de Saupiac;NON;"12";rdf_pub.frt_reg76;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg76.shp;"241763";"1";"24";"12216";2.8224021312;44.5426783029;"MultiPolygon (((684827.1 6382246.9, 684827.1 6382265.7, 684828.3 6382270.5, 684830.1 6382277.6, 684832.5 6382290.5, 684838.1"
10226;"12146";"8775";F17797M;For�t sectionale de Saint-Etienne-Du-Causse;NON;"12";rdf_pub.frt_reg76;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg76.shp;"164504";"1";"16";"12208";2.9218051095;43.9401763302;"MultiPolygon (((693237 6314891.3, 693290.1 6314885.7, 693373.7 6314866.2, 693400.7 6314866, 693530.9 6314852.1, 693557.9 6314"
9780;"11632";"8765";F15713I;For�t communale de Vailhauques;NON;"34";rdf_pub.frt_reg76;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg76.shp;"1168439";"1";"117";"34320";3.7103207603;43.6838908202;"MultiPolygon (((757056 6286094.8, 757089.3 6286179.4, 757144.3 6286319.1, 757145.1 6286355.1, 757147.1 6286464.2, 757143.7 62"
8123;"521";"8345";F00077Y;For�t sectionale du Bourg-De-M�rinchal;NON;"23";rdf_pub.frt_reg75;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg75.shp;"78445";"1";"8";"23131";2.4819774048;45.9109660729;"MultiPolygon (((659084.6 6530455.2, 659135.1 6530473, 659167 6530481.7, 659184.9 6530486.7, 659237.7 6530501, 659242.6 653050"
8546;"950";"8345";F02191G;For�t communale de Mourioux-Vieilleville;NON;"23";rdf_pub.frt_reg75;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg75.shp;"725059";"1";"73";"23137";1.6223648635;46.0576518786;"MultiPolygon (((593610.2 6551648.3, 593609.5 6551650, 593608.3 6551652.8, 593604.5 6551650.6, 593600.9 6551648.8, 593594.2 65"
1265;"2055";"8415";F06948F;For�t communale de Loulle;NON;"39";rdf_pub.frt_reg27;D:/sig/Couches_brutes/Vecteurs/ONF/Foret_publique_2022/rdf_pub.frt_reg27.shp;"4065033";"1";"407";"39301";5.8940546712;46.6927159256;"MultiPolygon (((920885.2 6622420.5, 920885.2 6622420.3, 920898.6 6622276.6, 920894.9 6622098, 920938.1 6622109.1, 920977.8 66"
